Window Number: 0
Window Number on Chromosome: 0
Chromosome: Global
Start Coordinate: 0
End Coordinate: 0
Number of Loci: 937
Number of Haplotypes: 937
P-Value: null
t-statistic: null
Points: 
0.053141	-0.013782
0.132341	0.008784
0.102567	-0.001777
0.052994	0.059219
0.147157	0.002694
0.018695	0.084565
0.010373	0.047517
0.087931	0.042939
0.132299	0.005800
0.130164	0.005006
-0.003055	0.059993
0.128885	-0.008093
-0.138126	0.136411
0.109309	-0.030871
0.035181	-0.112327
-0.094925	-0.179768
0.117200	-0.000038
0.119566	-0.002030
0.122732	-0.000820
-0.012795	-0.131083
0.045408	-0.013523
-0.002646	0.060921
-0.062673	0.142513
0.047903	0.052943
0.009049	0.058943
0.003310	0.060453
0.125484	-0.004203
0.080472	-0.111306
0.044261	-0.013107
0.097141	-0.009419
-0.003273	0.054903
-0.026646	-0.184595
0.130660	0.009022
-0.014269	-0.128429
0.134432	0.009794
-0.016967	0.008571
0.028697	-0.114936
0.003483	0.060811
-0.048150	-0.054632
-0.110206	-0.048409
0.085066	0.061887
0.127251	0.007281
-0.001566	-0.111206
0.032494	-0.108133
0.002353	0.060283
-0.024772	0.050715
0.082508	-0.023767
-0.101213	-0.198556
0.125670	-0.003459
0.044384	0.073507
0.132363	0.009838
-0.131859	0.179203
0.032663	-0.109892
-0.141468	0.090344
0.133018	0.006798
0.152526	0.013276
0.126353	-0.000622
0.085456	-0.111395
0.017475	0.114923
-0.093830	-0.011822
0.043672	-0.106895
-0.041110	0.136159
0.150784	0.004721
0.133003	0.004985
-0.045655	-0.162147
0.134301	0.008202
0.054302	0.118857
0.149305	-0.002780
0.127804	-0.002258
0.055461	0.114279
0.128608	0.009048
0.100831	0.042891
0.141944	0.008792
0.070564	-0.118852
0.157092	0.013979
0.131364	0.007756
0.035878	-0.004628
0.079487	-0.110609
0.133369	0.008562
-0.133647	0.187094
0.050191	-0.124015
0.152322	0.015161
0.146914	0.008558
0.135837	0.010441
0.119760	-0.032723
0.132222	0.008272
-0.137902	-0.007661
0.127017	-0.002384
0.124573	0.001798
0.033291	-0.104726
0.015374	0.117398
0.135495	0.011151
0.148224	0.003255
0.092508	-0.006361
0.130737	0.008110
0.005519	-0.110851
-0.031759	0.110545
0.013046	0.114997
0.154263	0.009488
-0.077400	-0.028972
-0.090468	-0.023567
-0.123489	0.088584
0.001276	-0.074554
-0.075952	-0.119937
0.028592	0.025920
-0.053243	0.127278
-0.142954	0.035171
-0.111237	0.081378
-0.215591	-0.012012
-0.116211	-0.083508
-0.020867	0.105325
-0.069512	-0.041230
-0.135555	0.128444
-0.174525	-0.030410
-0.050177	-0.094230
-0.117820	0.080130
-0.171923	-0.157554
-0.056667	-0.096804
-0.083603	0.067055
-0.143074	-0.016719
-0.160101	0.111738
0.030582	0.075051
-0.132823	-0.014189
-0.178736	-0.149469
0.045168	0.013215
-0.216192	-0.146635
-0.076731	-0.037794
-0.112015	0.116959
-0.247551	0.018430
-0.175131	-0.188873
-0.180328	-0.027249
-0.089736	-0.070421
-0.074847	0.084443
-0.076205	0.109416
-0.250107	0.094280
-0.057148	0.115418
-0.113697	0.139947
-0.128006	-0.086556
-0.021960	0.059459
-0.100372	-0.076271
-0.223636	-0.015191
-0.128175	0.040865
-0.123502	-0.096403
-0.179915	-0.076948
-0.127219	0.014549
-0.160268	0.137156
-0.175781	-0.028878
-0.054991	0.120652
-0.027606	-0.080042
-0.039535	-0.101916
Pairwise: 
0.160085	
0.150480	0.090715	
0.162220	0.143010	0.221985	
0.277481	0.176094	0.161153	0.310566	
0.235326	0.175560	0.218250	0.195838	0.268410	
0.144077	0.154749	0.186766	0.119530	0.273212	0.191569	
0.211313	0.128068	0.169691	0.199573	0.162220	0.131804	0.162220	
0.165955	0.035752	0.105123	0.163821	0.187300	0.188901	0.165955	0.135005	
0.131270	0.030950	0.071505	0.161153	0.183565	0.170224	0.164354	0.116329	0.042156	
0.163287	0.198506	0.241195	0.131270	0.291355	0.216115	0.120598	0.156884	0.205443	0.203842	
0.140875	0.075774	0.112060	0.197439	0.161153	0.200107	0.167556	0.078975	0.082711	0.054429	0.162220	
0.290822	0.343116	0.295091	0.292956	0.342049	0.249733	0.228922	0.273746	0.357524	0.331377	0.229989	0.336713	
0.102455	0.129136	0.200640	0.171825	0.225187	0.238527	0.182497	0.157951	0.138207	0.139808	0.152615	0.098186	0.352721	
0.264674	0.179296	0.149413	0.290288	0.192102	0.282284	0.252935	0.203842	0.175560	0.179296	0.279616	0.185699	0.334578	0.248666	
0.263074	0.334578	0.349520	0.323906	0.376201	0.343650	0.286553	0.282284	0.340448	0.321772	0.257737	0.281217	0.331910	0.276948	0.253469	
0.151014	0.121131	0.168090	0.137140	0.227855	0.236926	0.163821	0.140342	0.132337	0.108324	0.157417	0.082711	0.329776	0.156350	0.260939	0.278549	
0.180363	0.085379	0.153682	0.204909	0.179296	0.219317	0.131270	0.113127	0.093383	0.094984	0.168623	0.048026	0.344184	0.102455	0.201708	0.302561	0.108324	
0.133938	0.061366	0.101921	0.179829	0.177695	0.191035	0.149947	0.111526	0.064034	0.045358	0.184098	0.042156	0.319104	0.128602	0.181964	0.303095	0.089648	0.082711	
0.141409	0.222519	0.240662	0.211846	0.313234	0.283885	0.183031	0.204376	0.224120	0.204376	0.145678	0.163821	0.326574	0.157417	0.190502	0.127001	0.163287	0.192636	0.187834	
0.106724	0.186766	0.215582	0.214514	0.274280	0.288687	0.102455	0.212380	0.193703	0.192102	0.162220	0.150480	0.326041	0.112060	0.280683	0.266275	0.158485	0.115261	0.173426	0.157417	
0.179829	0.199039	0.249200	0.141409	0.292956	0.228388	0.126467	0.169157	0.207044	0.213981	0.033618	0.175560	0.247599	0.156350	0.284418	0.274280	0.173959	0.177695	0.192102	0.162220	0.145678	
0.278549	0.299893	0.342583	0.198506	0.358591	0.178762	0.225187	0.216649	0.306830	0.289221	0.236926	0.278549	0.170224	0.291355	0.388474	0.320704	0.232124	0.286019	0.281217	0.307898	0.308431	0.253469	
0.167556	0.154749	0.228388	0.014941	0.304162	0.201174	0.113127	0.193170	0.163821	0.166489	0.127001	0.192102	0.289755	0.165422	0.280683	0.317503	0.128602	0.199573	0.171291	0.205443	0.208111	0.136073	0.192102	
0.133938	0.159552	0.196905	0.125400	0.274813	0.192102	0.098719	0.170224	0.167556	0.164888	0.063501	0.168090	0.218783	0.158485	0.247065	0.297759	0.177161	0.175560	0.159018	0.175027	0.180896	0.057631	0.236393	0.122199	
0.140342	0.176628	0.211846	0.121131	0.268410	0.203842	0.098719	0.167022	0.180363	0.178762	0.041089	0.162753	0.219851	0.160619	0.245998	0.278549	0.170758	0.175560	0.156884	0.159018	0.161686	0.040555	0.241729	0.115795	0.034152	
0.135005	0.046425	0.094450	0.174493	0.164888	0.171825	0.142476	0.093383	0.062967	0.035752	0.178762	0.042156	0.309498	0.115795	0.189434	0.297759	0.086446	0.075240	0.035219	0.180363	0.175560	0.187834	0.266275	0.167022	0.146211	0.159018	
0.212380	0.173959	0.180363	0.203842	0.225187	0.282284	0.257204	0.275347	0.180896	0.187834	0.271078	0.227321	0.374066	0.180363	0.181430	0.313234	0.275880	0.234792	0.207577	0.202241	0.278549	0.276948	0.374600	0.208111	0.238527	0.256670	0.200107	
0.095518	0.168090	0.203308	0.192636	0.273746	0.266809	0.083778	0.207577	0.178228	0.176628	0.156350	0.147812	0.299893	0.107257	0.271612	0.257204	0.139808	0.105123	0.156884	0.150480	0.031483	0.162220	0.286553	0.186233	0.160085	0.159018	0.155816	0.255603	
0.148879	0.095518	0.054963	0.220384	0.137140	0.234792	0.152081	0.156350	0.103522	0.099787	0.201174	0.098719	0.287086	0.152081	0.137140	0.332978	0.149413	0.109392	0.093917	0.217716	0.172359	0.209178	0.328175	0.213981	0.165422	0.176094	0.083244	0.189434	0.157951	
0.144610	0.195838	0.218250	0.140342	0.288687	0.200640	0.116862	0.140342	0.197439	0.179829	0.025080	0.144610	0.214514	0.157417	0.276948	0.248666	0.144077	0.169157	0.163287	0.128068	0.160619	0.042689	0.231057	0.135005	0.058698	0.038420	0.156884	0.275880	0.155816	0.199573	
0.283885	0.272145	0.262540	0.335112	0.288154	0.323906	0.289221	0.295624	0.292956	0.288154	0.313767	0.295624	0.345251	0.261473	0.150480	0.155283	0.340982	0.295624	0.279082	0.204376	0.310566	0.310032	0.403415	0.328709	0.273746	0.290822	0.267343	0.212380	0.290822	0.231057	0.312166	
0.156884	0.019210	0.090715	0.147279	0.179296	0.179829	0.152615	0.129136	0.025080	0.028815	0.199573	0.076841	0.340982	0.130203	0.166489	0.332444	0.120064	0.085379	0.057097	0.219317	0.185699	0.202241	0.299893	0.151547	0.160619	0.173426	0.047492	0.166489	0.167022	0.095518	0.190502	0.277481	
0.140875	0.217716	0.240128	0.204909	0.326574	0.274813	0.183565	0.214514	0.227855	0.203842	0.151547	0.173959	0.321772	0.165422	0.197439	0.133938	0.164888	0.205977	0.188367	0.024013	0.170758	0.165955	0.300961	0.198506	0.173426	0.168090	0.178762	0.195304	0.149947	0.220384	0.137140	0.196371	0.217716	
